date,description,amount,currency,labeled_category
2026-07-23,CARD 7/23 TARGET T-1834 SUNNYVALE CA,$84.76,USD,Misc
2026-08-24,POS 8/24 DOORDASH ORDER 100835 9:25,$45.65,USD,Food
2026-09-25,ACH PGANDE ELECTRIC BILL ACCT 100836,$89.16,USD,Utilities
2026-10-26,CARD 10/26 UBER TRIP HELP.UBER.COM REF 100837,$35.16,USD,Transport
2026-11-27,CARD 11/27 WHOLE FOODS MARKET 1838 CUPERTINO CA,$91.92,USD,Food
2026-12-28,POS 12/28 UNKNOWN MERCHANT ONLINE REF 100839,$17.88,USD,Uncategorized
2026-01-01,CARD 1/1 STARBUCKS #1840 SAN JOSE CA REF 100840,$4.00,USD,Food
2026-02-02,DEBIT 2/2 NETFLIX.COM MONTHLY REF 100841,$22.56,USD,Luxuries
2026-03-03,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100842,$1120.00,USD,Rent
2026-04-04,CARD 4/4 SHELL OIL 1843 MOUNTAIN VIEW CA,$39.39,USD,Transport
2026-05-05,ONLINE WATER UTILITY AUTOPAY ACCT 100844,$39.48,USD,Utilities
2026-06-06,CARD 6/6 CVS PHARMACY 1845 PALO ALTO CA,$14.25,USD,Healthcare
2026-07-07,CARD 7/7 TARGET T-1846 SUNNYVALE CA,$97.84,USD,Misc
2026-08-08,POS 8/8 DOORDASH ORDER 100847 21:49,$57.53,USD,Food
2026-09-09,ACH PGANDE ELECTRIC BILL ACCT 100848,$104.88,USD,Utilities
2026-10-10,CARD 10/10 UBER TRIP HELP.UBER.COM REF 100849,$14.92,USD,Transport
2026-11-11,CARD 11/11 WHOLE FOODS MARKET 1850 CUPERTINO CA,$106.80,USD,Food
2026-12-12,POS 12/12 UNKNOWN MERCHANT ONLINE REF 100851,$28.92,USD,Uncategorized
2026-01-13,CARD 1/13 STARBUCKS #1852 SAN JOSE CA REF 100852,$13.24,USD,Food
2026-02-14,DEBIT 2/14 NETFLIX.COM MONTHLY REF 100853,$10.73,USD,Luxuries
2026-03-15,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100854,$1460.00,USD,Rent
2026-04-16,CARD 4/16 SHELL OIL 1855 MOUNTAIN VIEW CA,$12.00,USD,Transport
2026-05-17,ONLINE WATER UTILITY AUTOPAY ACCT 100856,$52.92,USD,Utilities
2026-06-18,CARD 6/18 CVS PHARMACY 1857 PALO ALTO CA,$26.85,USD,Healthcare
2026-07-19,CARD 7/19 TARGET T-1858 SUNNYVALE CA,$110.92,USD,Misc
2026-08-20,POS 8/20 DOORDASH ORDER 100859 9:13,$19.91,USD,Food
2026-09-21,ACH PGANDE ELECTRIC BILL ACCT 100860,$120.60,USD,Utilities
2026-10-22,CARD 10/22 UBER TRIP HELP.UBER.COM REF 100861,$25.48,USD,Transport
2026-11-23,CARD 11/23 WHOLE FOODS MARKET 1862 CUPERTINO CA,$121.68,USD,Food
2026-12-24,POS 12/24 UNKNOWN MERCHANT ONLINE REF 100863,$39.96,USD,Uncategorized
2026-01-25,CARD 1/25 STARBUCKS #1864 SAN JOSE CA REF 100864,$22.48,USD,Food
2026-02-26,DEBIT 2/26 NETFLIX.COM MONTHLY REF 100865,$21.65,USD,Luxuries
2026-03-27,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100866,$1120.00,USD,Rent
2026-04-28,CARD 4/28 SHELL OIL 1867 MOUNTAIN VIEW CA,$21.96,USD,Transport
2026-05-01,ONLINE WATER UTILITY AUTOPAY ACCT 100868,$66.36,USD,Utilities
2026-06-02,CARD 6/2 CVS PHARMACY 1869 PALO ALTO CA,$39.45,USD,Healthcare
2026-07-03,CARD 7/3 TARGET T-1870 SUNNYVALE CA,$124.00,USD,Misc
2026-08-04,POS 8/4 DOORDASH ORDER 100871 21:37,$31.79,USD,Food
2026-09-05,ACH PGANDE ELECTRIC BILL ACCT 100872,$136.32,USD,Utilities
2026-10-06,CARD 10/6 UBER TRIP HELP.UBER.COM REF 100873,$36.04,USD,Transport
2026-11-07,CARD 11/7 WHOLE FOODS MARKET 1874 CUPERTINO CA,$136.56,USD,Food
2026-12-08,POS 12/8 UNKNOWN MERCHANT ONLINE REF 100875,$51.00,USD,Uncategorized
2026-01-09,CARD 1/9 STARBUCKS #1876 SAN JOSE CA REF 100876,$31.72,USD,Food
2026-02-10,DEBIT 2/10 NETFLIX.COM MONTHLY REF 100877,$9.82,USD,Luxuries
2026-03-11,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100878,$1460.00,USD,Rent
2026-04-12,CARD 4/12 SHELL OIL 1879 MOUNTAIN VIEW CA,$31.92,USD,Transport
2026-05-13,ONLINE WATER UTILITY AUTOPAY ACCT 100880,$79.80,USD,Utilities
2026-06-14,CARD 6/14 CVS PHARMACY 1881 PALO ALTO CA,$52.05,USD,Healthcare
2026-07-15,CARD 7/15 TARGET T-1882 SUNNYVALE CA,$17.18,USD,Misc
2026-08-16,POS 8/16 DOORDASH ORDER 100883 9:1,$43.67,USD,Food
2026-09-17,ACH PGANDE ELECTRIC BILL ACCT 100884,$47.24,USD,Utilities
2026-10-18,CARD 10/18 UBER TRIP HELP.UBER.COM REF 100885,$15.80,USD,Transport
2026-11-19,CARD 11/19 WHOLE FOODS MARKET 1886 CUPERTINO CA,$151.44,USD,Food
2026-12-20,POS 12/20 UNKNOWN MERCHANT ONLINE REF 100887,$11.44,USD,Uncategorized
2026-01-21,CARD 1/21 STARBUCKS #1888 SAN JOSE CA REF 100888,$10.16,USD,Food
2026-02-22,DEBIT 2/22 NETFLIX.COM MONTHLY REF 100889,$20.74,USD,Luxuries
2026-03-23,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100890,$1120.00,USD,Rent
2026-04-24,CARD 4/24 SHELL OIL 1891 MOUNTAIN VIEW CA,$41.88,USD,Transport
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100892,$93.24,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1893 PALO ALTO CA,$64.65,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1894 SUNNYVALE CA,$30.26,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100895 21:25,$55.55,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100896,$62.96,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100897,$26.36,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1898 CUPERTINO CA,$166.32,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100899,$22.48,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1000 SAN JOSE CA REF 100900,$19.40,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100901,$8.91,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100902,$1460.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1003 MOUNTAIN VIEW CA,$14.49,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100904,$39.48,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1005 PALO ALTO CA,$77.25,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1006 SUNNYVALE CA,$43.34,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100907 9:49,$17.93,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100908,$78.68,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100909,$36.92,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1010 CUPERTINO CA,$20.00,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100911,$33.52,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1012 SAN JOSE CA REF 100912,$28.64,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100913,$19.83,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100914,$1120.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1015 MOUNTAIN VIEW CA,$24.45,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 100916,$52.92,USD,Utilities
2026-06-22,CARD 6/22 CVS PHARMACY 1017 PALO ALTO CA,$16.35,USD,Healthcare
2026-07-23,CARD 7/23 TARGET T-1018 SUNNYVALE CA,$56.42,USD,Misc
2026-08-24,POS 8/24 DOORDASH ORDER 100919 21:13,$29.81,USD,Food
2026-09-25,ACH PGANDE ELECTRIC BILL ACCT 100920,$94.40,USD,Utilities
2026-10-26,CARD 10/26 UBER TRIP HELP.UBER.COM REF 100921,$16.68,USD,Transport
2026-11-27,CARD 11/27 WHOLE FOODS MARKET 1022 CUPERTINO CA,$34.88,USD,Food
2026-12-28,POS 12/28 UNKNOWN MERCHANT ONLINE REF 100923,$44.56,USD,Uncategorized
2026-01-01,CARD 1/1 STARBUCKS #1024 SAN JOSE CA REF 100924,$7.08,USD,Food
2026-02-02,DEBIT 2/2 NETFLIX.COM MONTHLY REF 100925,$8.00,USD,Luxuries
2026-03-03,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100926,$1460.00,USD,Rent
2026-04-04,CARD 4/4 SHELL OIL 1027 MOUNTAIN VIEW CA,$34.41,USD,Transport
2026-05-05,ONLINE WATER UTILITY AUTOPAY ACCT 100928,$66.36,USD,Utilities
2026-06-06,CARD 6/6 CVS PHARMACY 1029 PALO ALTO CA,$28.95,USD,Healthcare
2026-07-07,CARD 7/7 TARGET T-1030 SUNNYVALE CA,$69.50,USD,Misc
2026-08-08,POS 8/8 DOORDASH ORDER 100931 9:37,$41.69,USD,Food
2026-09-09,ACH PGANDE ELECTRIC BILL ACCT 100932,$110.12,USD,Utilities
2026-10-10,CARD 10/10 UBER TRIP HELP.UBER.COM REF 100933,$27.24,USD,Transport
2026-11-11,CARD 11/11 WHOLE FOODS MARKET 1034 CUPERTINO CA,$49.76,USD,Food
2026-12-12,POS 12/12 UNKNOWN MERCHANT ONLINE REF 100935,$5.00,USD,Uncategorized
2026-01-13,CARD 1/13 STARBUCKS #1036 SAN JOSE CA REF 100936,$16.32,USD,Food
2026-02-14,DEBIT 2/14 NETFLIX.COM MONTHLY REF 100937,$18.92,USD,Luxuries
2026-03-15,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100938,$1120.00,USD,Rent
2026-04-16,CARD 4/16 SHELL OIL 1039 MOUNTAIN VIEW CA,$44.37,USD,Transport
2026-05-17,ONLINE WATER UTILITY AUTOPAY ACCT 100940,$79.80,USD,Utilities
2026-06-18,CARD 6/18 CVS PHARMACY 1041 PALO ALTO CA,$41.55,USD,Healthcare
2026-07-19,CARD 7/19 TARGET T-1042 SUNNYVALE CA,$82.58,USD,Misc
2026-08-20,POS 8/20 DOORDASH ORDER 100943 21:1,$53.57,USD,Food
2026-09-21,ACH PGANDE ELECTRIC BILL ACCT 100944,$125.84,USD,Utilities
2026-10-22,CARD 10/22 UBER TRIP HELP.UBER.COM REF 100945,$7.00,USD,Transport
2026-11-23,CARD 11/23 WHOLE FOODS MARKET 1046 CUPERTINO CA,$64.64,USD,Food
2026-12-24,POS 12/24 UNKNOWN MERCHANT ONLINE REF 100947,$16.04,USD,Uncategorized
2026-01-25,CARD 1/25 STARBUCKS #1048 SAN JOSE CA REF 100948,$25.56,USD,Food
2026-02-26,DEBIT 2/26 NETFLIX.COM MONTHLY REF 100949,$29.84,USD,Luxuries
2026-03-27,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100950,$1460.00,USD,Rent
2026-04-28,CARD 4/28 SHELL OIL 1051 MOUNTAIN VIEW CA,$16.98,USD,Transport
2026-05-01,ONLINE WATER UTILITY AUTOPAY ACCT 100952,$93.24,USD,Utilities
2026-06-02,CARD 6/2 CVS PHARMACY 1053 PALO ALTO CA,$54.15,USD,Healthcare
2026-07-03,CARD 7/3 TARGET T-1054 SUNNYVALE CA,$95.66,USD,Misc
2026-08-04,POS 8/4 DOORDASH ORDER 100955 9:25,$15.95,USD,Food
2026-09-05,ACH PGANDE ELECTRIC BILL ACCT 100956,$141.56,USD,Utilities
2026-10-06,CARD 10/6 UBER TRIP HELP.UBER.COM REF 100957,$17.56,USD,Transport
2026-11-07,CARD 11/7 WHOLE FOODS MARKET 1058 CUPERTINO CA,$79.52,USD,Food
2026-12-08,POS 12/8 UNKNOWN MERCHANT ONLINE REF 100959,$27.08,USD,Uncategorized
2026-01-09,CARD 1/9 STARBUCKS #1060 SAN JOSE CA REF 100960,$4.00,USD,Food
2026-02-10,DEBIT 2/10 NETFLIX.COM MONTHLY REF 100961,$18.01,USD,Luxuries
2026-03-11,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100962,$1120.00,USD,Rent
2026-04-12,CARD 4/12 SHELL OIL 1063 MOUNTAIN VIEW CA,$26.94,USD,Transport
2026-05-13,ONLINE WATER UTILITY AUTOPAY ACCT 100964,$39.48,USD,Utilities
2026-06-14,CARD 6/14 CVS PHARMACY 1065 PALO ALTO CA,$66.75,USD,Healthcare
2026-07-15,CARD 7/15 TARGET T-1066 SUNNYVALE CA,$108.74,USD,Misc
2026-08-16,POS 8/16 DOORDASH ORDER 100967 21:49,$27.83,USD,Food
2026-09-17,ACH PGANDE ELECTRIC BILL ACCT 100968,$52.48,USD,Utilities
2026-10-18,CARD 10/18 UBER TRIP HELP.UBER.COM REF 100969,$28.12,USD,Transport
2026-11-19,CARD 11/19 WHOLE FOODS MARKET 1070 CUPERTINO CA,$94.40,USD,Food
2026-12-20,POS 12/20 UNKNOWN MERCHANT ONLINE REF 100971,$38.12,USD,Uncategorized
2026-01-21,CARD 1/21 STARBUCKS #1072 SAN JOSE CA REF 100972,$13.24,USD,Food
2026-02-22,DEBIT 2/22 NETFLIX.COM MONTHLY REF 100973,$28.93,USD,Luxuries
2026-03-23,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100974,$1460.00,USD,Rent
2026-04-24,CARD 4/24 SHELL OIL 1075 MOUNTAIN VIEW CA,$36.90,USD,Transport
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100976,$52.92,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1077 PALO ALTO CA,$79.35,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1078 SUNNYVALE CA,$121.82,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100979 9:13,$39.71,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100980,$68.20,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100981,$7.88,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1082 CUPERTINO CA,$109.28,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100983,$49.16,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1084 SAN JOSE CA REF 100984,$22.48,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100985,$17.10,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100986,$1120.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1087 MOUNTAIN VIEW CA,$46.86,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100988,$66.36,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1089 PALO ALTO CA,$18.45,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1090 SUNNYVALE CA,$15.00,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100991 21:37,$51.59,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100992,$83.92,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100993,$18.44,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1094 CUPERTINO CA,$124.16,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100995,$9.60,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1096 SAN JOSE CA REF 100996,$31.72,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100997,$28.02,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100998,$1460.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1099 MOUNTAIN VIEW CA,$19.47,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 101000,$79.80,USD,Utilities
